"AFGHANISTAN
Actuals + £4 per day,,,,,,,,,,,
ASCENSION ISLAND,,,,,,,,,,,
Ascension Island,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
AUSTRALIA,,,,,,Currency:,,AUD (unless stated otherwise),,,
Adelaide,,,,,,,,,,,
Over 5 hours:,,,57.0,,,Room rate:,,262.5,,,
Over 10 hours:,,,133.0,,,Breakfast:,,33.5,,,
24 hour rate:,,,176.0 + room rate,,,Lunch:,,51.0,,,
,,,,,,Dinner:,,70.5,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,11.5,,,
,,,,,,Hotel to office:,,9.5,,,
,,,,,,Total residual:,,176.0,,,
"AUSTRALIA
Brisbane",,,,,,Currency:,,AUD (unless stated otherwise),,,
Over 5 hours:,,,49.5,,,Room rate:,,291.0,,,
Over 10 hours:,,,128.5,,,Breakfast:,,18.5,,,
24 hour rate:,,,156.5 + room rate,,,Lunch:,,44.0,,,
,,,,,,Dinner:,,73.5,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,11.0,,,
,,,,,,Hotel to office:,,9.5,,,
,,,,,,Total residual:,,156.5,,,
AUSTRALIA,,,,,,Currency:,,AUD (unless stated otherwise),,,
Canberra,,,,,,,,,,,
Over 5 hours:,,,55.0,,,Room rate:,,238.5,,,
Over 10 hours:,,,132.5,,,Breakfast:,,22.0,,,
24 hour rate:,,,164.5 + room rate,,,Lunch:,,50.0,,,
,,,,,,Dinner:,,73.0,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,9.5,,,
,,,,,,Hotel to office:,,10.0,,,
,,,,,,Total residual:,,164.5,,,
AUSTRALIA,,,,,,Currency:,,AUD (unless stated otherwise),,,
Darwin,,,,,,,,,,,
Over 5 hours:,,,45.5,,,Room rate:,,230.0,,,
Over 10 hours:,,,118.0,,,Breakfast:,,30.0,,,
24 hour rate:,,,157.5 + room rate,,,Lunch:,,40.5,,,
,,,,,,Dinner:,,68.0,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,9.5,,,
,,,,,,Hotel to office:,,9.5,,,
,,,,,,Total residual:,,157.5,,,
AUSTRALIA,,,,,,Currency:,,AUD (unless stated otherwise),,,
Hobart,,,,,,,,,,,
Over 5 hours:,,,53.5,,,Room rate:,,251.0,,,
Over 10 hours:,,,136.5,,,Breakfast:,,26.0,,,
24 hour rate:,,,172.0 + room rate,,,Lunch:,,48.5,,,
,,,,,,Dinner:,,78.5,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,9.5,,,
,,,,,,Hotel to office:,,9.5,,,
,,,,,,Total residual:,,172.0,,,
,,,,,,,,,,,
"AUSTRALIA
Melbourne",,,,,,Currency:,,AUD (unless stated otherwise),,,
Over 5 hours:,,,,,77.5,Room rate:,,262.5,,,
Over 10 hours:,,,,,181.0,Breakfast:,,46.0,,,
24 hour rate:,,,,,236.5 + room rate,Lunch:,,71.0,,,
,,,,,,Dinner:,,97.0,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,13.0,,,
,,,,,,Hotel to office:,,9.5,,,
,,,,,,Total residual:,,236.5,,,
AUSTRALIA,,,,,,Currency:,,AUD (unless stated otherwise),,,
Perth,,,,,,,,,,,
Over 5 hours:,,,,,48.5,Room rate:,,245.0,,,
Over 10 hours:,,,,,141.5,Breakfast:,,40.0,,,
24 hour rate:,,,,,191.0 + room rate,Lunch:,,43.0,,,
,,,,,,Dinner:,,88.0,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,10.5,,,
,,,,,,Hotel to office:,,9.5,,,
,,,,,,Total residual:,,191.0,,,
AUSTRALIA,,,,,,Currency:,,AUD (unless stated otherwise),,,
Sydney,,,,,,,,,,,
Over 5 hours:,,,,,57.5,Room rate:,,227.0,,,
Over 10 hours:,,,,,147.5,Breakfast:,,38.0,,,
24 hour rate:,,,,,195.0 + room rate,Lunch:,,51.5,,,
,,,,,,Dinner:,,84.5,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,11.5,,,
,,,,,,Hotel to office:,,9.5,,,
,,,,,,Total residual:,,195.0,,,
AUSTRALIA,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
AUSTRIA,,,,,,Currency:,,EUR (unless stated otherwise),,,
"Vienna (also applies to Graz, Bregenz, Linz, Klagenfurt, Salzburg, Innsbruck)",,,,,,,,,,,
Over 5 hours:,,,,,33.0,Room rate:,,123.5,,,
Over 10 hours:,,,,,84.0,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,,,89.5 + room rate,Lunch:,,28.5,,,
,,,,,,Dinner:,,46.5,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,9.0,,,
,,,,,,Hotel to office:,,5.5,,,
,,,,,,Total residual:,,89.5,,,
,,,,,,,,,,,
AUSTRIA,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
AZERBAIJAN,,,,,,Currency:,,AZN (unless stated otherwise),,,
Baku,,,,,,,,,,,
Over 5 hours:,,,,,31.0,Room rate:,,195.0,,,
Over 10 hours:,,,,,71.0,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,,,85.5 + room rate,Lunch:,,24.5,,,
,,,,,,Dinner:,,34.0,,,
,,,,,,Other:,,6.0,,,
,,,,,,Drinks:,,12.5,,,
,,,,,,Hotel to office:,,8.5,,,
,,,,,,Total residual:,,85.5,,,
AZERBAIJAN,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
BAHAMAS,,,,,,,,,,,
Nassau and Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
BAHRAIN,,,,,,Currency:,,BHD (unless stated otherwise),,,
Bahrain,,,,,,,,,,,
Over 5 hours:,,,,,17.0,Room rate:,,115.5,,,
Over 10 hours:,,,,,40.5,Breakfast:,,13.0,,,
24 hour rate:,,,,,56.5 + room rate,Lunch:,,14.5,,,
,,,,,,Dinner:,,21.5,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,4.5,,,
,,,,,,Hotel to office:,,3.0,,,
,,,,,,Total residual:,,56.5,,,
BAHRAIN,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
,,,,,,,,,,,
"BANGLADESH
Dhaka",,,,,,Currency:,,BDT (unless stated otherwise),,,
Over 5 hours:,,,"1,132.0",,,Room rate:,,USD 139.00,,,
Over 10 hours:,,,"2,962.5",,,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,"3,753.5 + room rate",,,Lunch:,,968.5,,,
,,,,,,Dinner:,,"1,667.5",,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,326.5,,,
,,,,,,Hotel to office:,,791.0,,,
,,,,,,Total residual:,,"3,753.5",,,
BANGLADESH,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
BARBADOS,,,,,,Currency:,,BBD (unless stated otherwise),,,
Bridgetown,,,,,,,,,,,
Over 5 hours:,,,58.0,,,Room rate:,,USD 170.50,,,
Over 10 hours:,,,179.0,,,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,199.5 + room rate,,,Lunch:,,51.5,,,
,,,,,,Dinner:,,114.5,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,13.0,,,
,,,,,,Hotel to office:,,20.5,,,
,,,,,,Total residual:,,199.5,,,
BARBADOS,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
BELARUS,,,,,,Currency:,,USD (unless stated otherwise),,,
Minsk,,,,,,,,,,,
Over 5 hours:,,,23.5,,,Room rate:,,160.5,,,
Over 10 hours:,,,63.0,,,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,79.5 + room rate,,,Lunch:,,21.0,,,
,,,,,,Dinner:,,37.0,,,
,,,,,,Other:,,7.5,,,
,,,,,,Drinks:,,5.0,,,
,,,,,,Hotel to office:,,9.0,,,
,,,,,,Total residual:,,79.5,,,
BELARUS,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
,,,,,,,,,,,
"BELGIUM
Brussels",,,,,,,Currency:,EUR (unless stated otherwise),,,
Over 5 hours:,,,,,27.0,,Room rate:,165.5,,,
Over 10 hours:,,,,,71.0,,Breakfast:,0 (included in room rate),,,
24 hour rate:,,,,,76.0 + room rate,,Lunch:,23.0,,,
,,,,,,,Dinner:,40.0,,,
,,,,,,,Other:,0,,,
,,,,,,,Drinks:,8.0,,,
,,,,,,,Hotel to office:,5.0,,,
,,,,,,,Total residual:,76.0,,,
BELGIUM,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
80% of Brussels rate plus,,,,,Hotel to Office EUR 5,,,,,,
BELIZE,,,,,,,Currency:,BZD (unless stated otherwise),,,
Belize City,,,,,,,,,,,
Over 5 hours:,,,,,41.5,,Room rate:,USD 141.00,,,
Over 10 hours:,,,,,125.0,,Breakfast:,24.5,,,
24 hour rate:,,,,,167.0 + room rate,,Lunch:,37.5,,,
,,,,,,,Dinner:,80.0,,,
,,,,,,,Other:,0,,,
,,,,,,,Drinks:,7.5,,,
,,,,,,,Hotel to office:,17.5,,,
,,,,,,,Total residual:,167.0,,,
BELIZE,,,,,,,Currency:,BZD (unless stated otherwise),,,
Belmopan,,,,,,,,,,,
Over 5 hours:,,,,,20.5,,Room rate:,150.5,,,
Over 10 hours:,,,,,54.5,,Breakfast:,13.0,,,
24 hour rate:,,,,,85.0 + room rate,,Lunch:,19.0,,,
,,,,,,,Dinner:,33.0,,,
,,,,,,,Other:,0,,,
,,,,,,,Drinks:,2.5,,,
,,,,,,,Hotel to office:,17.5,,,
,,,,,,,Total residual:,85.0,,,
BELIZE,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
,,,,,,,,,,,
BENIN,,,,,,,,,,,
Cotonou and Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
,,,,,,,,,,,
"BERMUDA
Hamilton",,,,,,Currency:,,BMD (unless stated otherwise),,,
Over 5 hours:,,,,,41.5,Room rate:,,356.5,,,
Over 10 hours:,,,,,113.0,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,,,121.5 + room rate,Lunch:,,35.0,,,
,,,,,,Dinner:,,65.0,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,13.0,,,
,,,,,,Hotel to office:,,8.5,,,
,,,,,,Total residual:,,121.5,,,
BERMUDA,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
BOLIVIA,,,,,,Currency:,,BOB (unless stated otherwise),,,
La Paz,,,,,,,,,,,
Over 5 hours:,,,,,105.5,Room rate:,,888.5,,,
Over 10 hours:,,,,,259.0,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,,,355.5 + room rate,Lunch:,,92.5,,,
,,,,,,Dinner:,,140.5,,,
,,,,,,Other:,,23.5,,,
,,,,,,Drinks:,,26.0,,,
,,,,,,Hotel to office:,,73.0,,,
,,,,,,Total residual:,,355.5,,,
BOLIVIA,,,,,,Currency:,,BOB (unless stated otherwise),,,
Cochabamba,,,,,,,,,,,
Over 5 hours:,,,,,77.0,Room rate:,,USD 56.00,,,
Over 10 hours:,,,,,190.0,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,,,272.5 + room rate,Lunch:,,70.5,,,
,,,,,,Dinner:,,106.5,,,
,,,,,,Other:,,9.5,,,
,,,,,,Drinks:,,13.0,,,
,,,,,,Hotel to office:,,73.0,,,
,,,,,,Total residual:,,272.5,,,
BOLIVIA,,,,,,Currency:,,USD (unless stated otherwise),,,
Santa Cruz,,,,,,,,,,,
Over 5 hours:,,,,,15.0,Room rate:,,96.0,,,
Over 10 hours:,,,,,39.0,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,,,51.5 + room rate,Lunch:,,13.0,,,
,,,,,,Dinner:,,22.0,,,
,,,,,,Other:,,3.5,,,
,,,,,,Drinks:,,4.0,,,
,,,,,,Hotel to office:,,9.0,,,
,,,,,,Total residual:,,51.5,,,
,,,,,,,,,,,
BOLIVIA,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
65% of La Paz rate plus Hotel to Office BOB 73,,,,,,,,,,,
,,,,,,,,,,,
BOSNIA-HERZEGOVINA                                                                        Currency:         BAM (unless stated otherwise),,,,,,,,,,,
Sarajevo,,,,,,,,,,,
Over 5 hours:                      28.5                                                              Room rate:                                              177.0,,,,,,,,,,,
Over 10 hours:                    66.0                                                              Breakfast:                  0 (included in room rate),,,,,,,,,,,
24 hour rate:                        75.5 + room rate                                           Lunch:                                                       25.0,,,,,,,,,,,
Dinner:                                                       34.5,,,,,,,,,,,
Other:                                                             0,,,,,,,,,,,
Drinks:                                                         6.5,,,,,,,,,,,
Hotel to office:                                             9.5,,,,,,,,,,,
Total residual:                                            75.5,,,,,,,,,,,
,,,,,,,,,,,
BOSNIA-HERZEGOVINA                                                                        Currency:         BAM (unless stated otherwise),,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Over 5 hours:                      22.0                                                              Room rate:                                            actuals,,,,,,,,,,,
Over 10 hours:                    53.5                                                              Breakfast:                  0 (included in room rate),,,,,,,,,,,
24 hour rate:                        63.0 + room rate                                           Lunch:                                                       19.5,,,,,,,,,,,
Dinner:                                                       29.5,,,,,,,,,,,
Other:                                                             0,,,,,,,,,,,
Drinks:                                                         4.5,,,,,,,,,,,
Hotel to office:                                             9.5,,,,,,,,,,,
Total residual:                                            63.0,,,,,,,,,,,
,,,,,,,,,,,
BOTSWANA                                                                                            Currency:        BWP (unless stated otherwise),,,,,,,,,,,
Gaborone,,,,,,,,,,,
Over 5 hours:                    213.5                                                              Room rate:                                              853.0,,,,,,,,,,,
Over 10 hours:                  503.5                                                              Breakfast:                  0 (included in room rate),,,,,,,,,,,
24 hour rate:                      571.5 + room rate                                           Lunch:                                                     196.5,,,,,,,,,,,
Dinner:                                                     273.0,,,,,,,,,,,
Other:                                                             0,,,,,,,,,,,
Drinks:                                                       34.0,,,,,,,,,,,
Hotel to office:                                           68.0,,,,,,,,,,,
Total residual:                                          571.5,,,,,,,,,,,
,,,,,,,,,,,
BOTSWANA,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
,,,,,,,,,,,
"BRAZIL
Brasilia",,,,,,Currency:,,BRL (unless stated otherwise),,,
Over 5 hours:,,,,,61.0,Room rate:,,442.5,,,
Over 10 hours:,,,,,155.0,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,,,177.5 + room rate,Lunch:,,55.0,,,
,,,,,,Dinner:,,88.0,,,
,,,,,,Other:,,4.5,,,
,,,,,,Drinks:,,12.0,,,
,,,,,,Hotel to office:,,18.0,,,
,,,,,,Total residual:,,177.5,,,
BRAZIL,,,,,,Currency:,,BRL (unless stated otherwise),,,
Rio de Janeiro,,,,,,,,,,,
Over 5 hours:,,,,,102.5,Room rate:,,601.5,,,
Over 10 hours:,,,,,242.5,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,,,268.5 + room rate,Lunch:,,92.5,,,
,,,,,,Dinner:,,130.5,,,
,,,,,,Other:,,7.5,,,
,,,,,,Drinks:,,19.5,,,
,,,,,,Hotel to office:,,18.5,,,
,,,,,,Total residual:,,268.5,,,
BRAZIL,,,,,,Currency:,,BRL (unless stated otherwise),,,
Sao Paulo,,,,,,,,,,,
Over 5 hours:,,,,,101.5,Room rate:,,453.0,,,
Over 10 hours:,,,,,272.0,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,,,300.5 + room rate,Lunch:,,95.5,,,
,,,,,,Dinner:,,164.5,,,
,,,,,,Other:,,7.5,,,
,,,,,,Drinks:,,12.0,,,
,,,,,,Hotel to office:,,21.0,,,
,,,,,,Total residual:,,300.5,,,
BRAZIL,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
,,,,,,,,,,,
BRITISH VIRGIN ISLANDS                                                                     Currency:         USD (unless stated otherwise),,,,,,,,,,,
Tortola,,,,,,,,,,,
,,,,,,,,,,,
Over 5 hours:,,,28.5,,,Room rate:,,,,,157.5
Over 10 hours:,,,80.0,,,Breakfast:,,,,,15.5
24 hour rate:,,,104.5 + room rate,,,Lunch:,,,,,26.5
,,,,,,Dinner:,,,,,49.5
,,,,,,Other:,,,,,0
,,,,,,Drinks:,,,,,4.0
,,,,,,Hotel to office:,,,,,9.0
,,,,,,Total residual:,,,,,104.5
"BRUNEI
Bandar Seri Begawan",,,,,,Currency:,,BND (unless stated otherwise),,,
Over 5 hours:,,,,,37.0,Room rate:,,203.0,,,
Over 10 hours:,,,,,121.5,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,,,134.5 + room rate,Lunch:,,31.0,,,
,,,,,,Dinner:,,79.0,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,11.5,,,
,,,,,,Hotel to office:,,13.0,,,
,,,,,,Total residual:,,134.5,,,
BRUNEI,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
BULGARIA,,,,,,Currency:,,BGN (unless stated otherwise),,,
Sofia,,,,,,,,,,,
Over 5 hours:,,,,,42.5,Room rate:,,EUR 154.00,,,
Over 10 hours:,,,,,98.5,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,,,108.5 + room rate,Lunch:,,38.0,,,
,,,,,,Dinner:,,51.5,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,9.0,,,
,,,,,,Hotel to office:,,10.0,,,
,,,,,,Total residual:,,108.5,,,
BULGARIA,,,,,,Currency:,,BGN (unless stated otherwise),,,
Elsewhere,,,,,,,,,,,
Over 5 hours:,,,,,17.5,Room rate:,,actuals,,,
Over 10 hours:,,,,,42.0,Breakfast:,,8.0,,,
24 hour rate:,,,,,63.5 + room rate,Lunch:,,15.0,,,
,,,,,,Dinner:,,22.5,,,
,,,,,,Other:,,3.5,,,
,,,,,,Drinks:,,4.5,,,
,,,,,,Hotel to office:,,10.0,,,
,,,,,,Total residual:,,63.5,,,
,,,,,,,,,,,
BURKINA FASO,,,,,,,,,,,
Ouagadougou and Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
"BURUNDI
Bujumbura",,,,,,Currency:,,BIF (unless stated otherwise),,,
Over 5 hours:,,,"23,893.0",,,Room rate:,,USD 111.50,,,
Over 10 hours:,,,"64,741.5",,,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,"80,502.0 + room rate",,,Lunch:,,"21,580.5",,,
,,,,,,Dinner:,,"38,536.5",,,
,,,,,,Other:,,"3,854.0",,,
,,,,,,Drinks:,,"4,624.5",,,
,,,,,,Hotel to office:,,"11,906.5",,,
,,,,,,Total residual:,,"80,502.0",,,
BURUNDI,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
CAMBODIA,,,,,,Currency:,,USD (unless stated otherwise),,,
Phnom Penh,,,,,,,,,,,
Over 5 hours:,,,31.5,,,Room rate:,,102.0,,,
Over 10 hours:,,,74.0,,,Breakfast:,,0 (included in room rate),,,
24 hour rate:,,,87.0 + room rate,,,Lunch:,,27.0,,,
,,,,,,Dinner:,,38.5,,,
,,,,,,Other:,,6.5,,,
,,,,,,Drinks:,,8.5,,,
,,,,,,Hotel to office:,,6.5,,,
,,,,,,Total residual:,,87.0,,,
CAMBODIA,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
CAMEROON,,,,,,Currency:,,XAF (unless stated otherwise),,,
Douala,,,,,,,,,,,
Over 5 hours:,,,"19,210.0",,,Room rate:,,"88,871.0",,,
Over 10 hours:,,,"51,269.5",,,Breakfast:,,"12,055.5",,,
24 hour rate:,,,"69,805.5 + room rate",,,Lunch:,,"16,692.5",,,
,,,,,,Dinner:,,"29,542.0",,,
,,,,,,Other:,,"2,777.5",,,
,,,,,,Drinks:,,"5,035.0",,,
,,,,,,Hotel to office:,,"3,703.0",,,
,,,,,,Total residual:,,"69,805.5",,,
"CAMEROON
Yaounde",,,,,,Currency:,,XAF (unless stated otherwise),,,
Over 5 hours:,,,"16,653.0",,,Room rate:,,"100,679.5",,,
Over 10 hours:,,,"38,759.5",,,Breakfast:,,"11,664.5",,,
24 hour rate:,,,"56,349.0 + room rate",,,Lunch:,,"14,653.0",,,
,,,,,,Dinner:,,"20,107.0",,,
,,,,,,Other:,,"2,222.0",,,
,,,,,,Drinks:,,"3,999.5",,,
,,,,,,Hotel to office:,,"3,703.0",,,
,,,,,,Total residual:,,"56,349.0",,,
CAMEROON,,,,,,,,,,,
Elsewhere,,,,,,,,,,,
Actuals + £4 per day,,,,,,,,,,,
CANADA,,,,,,Currency:,,CAD (unless stated otherwise),,,
"Calgary, Alberta",,,,,,,,,,,
Over 5 hours:,,,61.5,,,Room rate:,,156.0,,,
Over 10 hours:,,,142.0,,,Breakfast:,,27.5,,,
24 hour rate:,,,179.5 + room rate,,,Lunch:,,56.5,,,
,,,,,,Dinner:,,75.5,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,10.0,,,
,,,,,,Hotel to office:,,10.0,,,
,,,,,,Total residual:,,179.5,,,
CANADA,,,,,,Currency:,,CAD (unless stated otherwise),,,
"Edmonton, Alberta",,,,,,,,,,,
Over 5 hours:,,,28.5,,,Room rate:,,132.5,,,
Over 10 hours:,,,72.5,,,Breakfast:,,16.5,,,
24 hour rate:,,,99.5 + room rate,,,Lunch:,,25.0,,,
,,,,,,Dinner:,,41.0,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,6.5,,,
,,,,,,Hotel to office:,,10.5,,,
,,,,,,Total residual:,,99.5,,,
CANADA,,,,,,Currency:,,CAD (unless stated otherwise),,,
"Halifax, Nova Scotia",,,,,,,,,,,
Over 5 hours:,,,36.5,,,Room rate:,,175.5,,,
Over 10 hours:,,,98.0,,,Breakfast:,,16.5,,,
24 hour rate:,,,123.0 + room rate,,,Lunch:,,32.5,,,
,,,,,,Dinner:,,58.0,,,
,,,,,,Other:,,0,,,
,,,,,,Drinks:,,7.5,,,
,,,,,,Hotel to office:,,8.5,,,
,,,,,,Total residual:,,123.0,,,
,,,,,,,,,,,
"CANADA
Montreal, Quebec",,,,,,Currency:,,CAD (unless stated otherwise),,,
Over 5 hours:,,,,,47.0,Room rate:,,223.5,,,
Over 10 hours:,,,,,119.0,Breakfast:,,27.5,,,
